,_id,Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
412,413,2012Q3,S08000016,,S08000016,Lymphoma,,6,,6,
413,414,2012Q3,S08000016,,S08000016,Ovarian,,3,,3,
414,415,2012Q3,S08000016,,S08000016,Upper GI,,6,,6,
415,416,2012Q3,S08000016,,S08000016,Urological,,18,,18,
416,417,2012Q3,S08000016,,S08000024,Cervical,,1,,1,
417,418,2012Q3,S08000016,,S08000024,Colorectal,,2,,1,
418,419,2012Q3,S08000016,,S08000024,Head & Neck,,2,,2,
419,420,2012Q3,S08000016,,S08000024,Lung,,1,,1,
420,421,2012Q3,S08000016,,S08000024,Upper GI,,1,,1,
421,422,2012Q3,S08000016,,S08000024,Urological,,1,,1,
422,423,2012Q3,S08000017,,S08000017,Breast,,23,,23,
423,424,2012Q3,S08000017,,S08000017,Cervical,,1,,1,
424,425,2012Q3,S08000017,,S08000017,Colorectal,,22,,21,
425,426,2012Q3,S08000017,,S08000017,Head & Neck,,1,,1,
426,427,2012Q3,S08000017,,S08000017,Lung,,8,,7,
427,428,2012Q3,S08000017,,S08000017,Lymphoma,,5,,5,
428,429,2012Q3,S08000017,,S08000017,Melanoma,,7,,7,
429,430,2012Q3,S08000017,,S08000017,Ovarian,,2,,2,
430,431,2012Q3,S08000017,,S08000017,Upper GI,,12,,12,
431,432,2012Q3,S08000017,,S08000017,Urological,,22,,21,
432,433,2012Q3,S08000017,,S08000024,Cervical,,1,,0,
433,434,2012Q3,S08000017,,S08000024,Colorectal,,1,,1,
434,435,2012Q3,S08000017,,S08000024,Head & Neck,,3,,3,
435,436,2012Q3,S08000017,,S08000024,Lung,,3,,3,
436,437,2012Q3,S08000017,,S08000024,Ovarian,,1,,1,
437,438,2012Q3,S08000017,,S08000024,Upper GI,,3,,3,
438,439,2012Q3,S08000017,,S08000024,Urological,,4,,4,
439,440,2012Q3,S08000017,,S08000031,Lung,,1,,1,
440,441,2012Q3,S08000017,,SB0801,Lung,,2,,2,
441,442,2012Q3,S08000019,,S08000019,Breast,,32,,31,
442,443,2012Q3,S08000019,,S08000019,Cervical,,1,,1,
443,444,2012Q3,S08000019,,S08000019,Colorectal,,18,,16,
444,445,2012Q3,S08000019,,S08000019,Head & Neck,,6,,6,
445,446,2012Q3,S08000019,,S08000019,Lung,,31,,31,
446,447,2012Q3,S08000019,,S08000019,Lymphoma,,4,,4,
447,448,2012Q3,S08000019,,S08000019,Melanoma,,8,,8,
448,449,2012Q3,S08000019,,S08000019,Ovarian,,1,,1,
449,450,2012Q3,S08000019,,S08000019,Upper GI,,25,,25,
450,451,2012Q3,S08000019,,S08000019,Urological,,29,,25,
451,452,2012Q3,S08000019,,S08000030,Upper GI,,1,,1,
452,453,2012Q3,S08000019,,S08000031,Breast,,2,,1,
453,454,2012Q3,S08000019,,S08000031,Cervical,,1,,1,
454,455,2012Q3,S08000019,,S08000031,Colorectal,,5,,3,
455,456,2012Q3,S08000019,,S08000031,Head & Neck,,3,,1,
456,457,2012Q3,S08000019,,S08000031,Lung,,11,,10,
457,458,2012Q3,S08000019,,S08000031,Melanoma,,1,,1,
458,459,2012Q3,S08000019,,S08000031,Ovarian,,2,,2,
459,460,2012Q3,S08000019,,S08000031,Upper GI,,3,,3,
460,461,2012Q3,S08000019,,S08000031,Urological,,1,,1,
461,462,2012Q3,S08000019,,SB0801,Lung,,4,,4,
462,463,2012Q3,S08000020,,S08000020,Breast,,86,,85,
463,464,2012Q3,S08000020,,S08000020,Cervical,,5,,5,
464,465,2012Q3,S08000020,,S08000020,Colorectal,,62,,45,
465,466,2012Q3,S08000020,,S08000020,Head & Neck,,8,,7,
466,467,2012Q3,S08000020,,S08000020,Lung,,65,,58,
467,468,2012Q3,S08000020,,S08000020,Lymphoma,,10,,7,
468,469,2012Q3,S08000020,,S08000020,Melanoma,,9,,9,
469,470,2012Q3,S08000020,,S08000020,Ovarian,,3,,3,
470,471,2012Q3,S08000020,,S08000020,Upper GI,,24,,22,
471,472,2012Q3,S08000020,,S08000020,Urological,,36,,32,
472,473,2012Q3,S08000020,,S08000024,Urological,,1,,0,
473,474,2012Q3,S08000020,,S08000025,Breast,,2,,2,
474,475,2012Q3,S08000022,,S08000022,Breast,,56,,56,
475,476,2012Q3,S08000022,,S08000022,Colorectal,,22,,21,
476,477,2012Q3,S08000022,,S08000022,Head & Neck,,8,,8,
477,478,2012Q3,S08000022,,S08000022,Lung,,32,,32,
478,479,2012Q3,S08000022,,S08000022,Lymphoma,,10,,9,
479,480,2012Q3,S08000022,,S08000022,Melanoma,,19,,19,
480,481,2012Q3,S08000022,,S08000022,Ovarian,,4,,4,
481,482,2012Q3,S08000022,,S08000022,Upper GI,,16,,13,
482,483,2012Q3,S08000022,,S08000022,Urological,,20,,19,
483,484,2012Q3,S08000022,,S08000024,Urological,,2,,2,
484,485,2012Q3,S08000022,,S08000031,Lung,,4,,3,
485,486,2012Q3,S08000022,,S08000031,Lymphoma,,2,,2,
486,487,2012Q3,S08000022,,S08000031,Upper GI,,1,,1,
487,488,2012Q3,S08000022,,S08000031,Urological,,2,,2,
488,489,2012Q3,S08000022,,SB0801,Lung,,1,,1,
489,490,2012Q3,S08000024,,S08000019,Breast,,1,,1,
490,491,2012Q3,S08000024,,S08000024,Breast,,142,,142,
491,492,2012Q3,S08000024,,S08000024,Cervical,,10,,9,
492,493,2012Q3,S08000024,,S08000024,Colorectal,,93,,74,
493,494,2012Q3,S08000024,,S08000024,Head & Neck,,18,,14,
494,495,2012Q3,S08000024,,S08000024,Lung,,83,,79,
495,496,2012Q3,S08000024,,S08000024,Lymphoma,,22,,21,
496,497,2012Q3,S08000024,,S08000024,Melanoma,,19,,19,
497,498,2012Q3,S08000024,,S08000024,Ovarian,,10,,10,
498,499,2012Q3,S08000024,,S08000024,Upper GI,,42,,41,
499,500,2012Q3,S08000024,,S08000024,Urological,,80,,66,
500,501,2012Q3,S08000025,,S08000020,Lung,,1,,1,
501,502,2012Q3,S08000025,,S08000020,Lymphoma,,1,,0,
502,503,2012Q3,S08000025,,S08000020,Urological,,2,,2,
503,504,2012Q3,S08000025,,S08000025,Colorectal,,1,,1,
504,505,2012Q3,S08000026,,S08000020,Colorectal,,1,,1,
505,506,2012Q3,S08000026,,S08000020,Lung,,3,,3,
506,507,2012Q3,S08000026,,S08000020,Ovarian,,1,,1,
507,508,2012Q3,S08000026,,S08000020,Upper GI,,1,,1,
508,509,2012Q3,S08000026,,S08000026,Breast,,5,,5,
509,510,2012Q3,S08000026,,S08000026,Upper GI,,1,,1,
510,511,2012Q3,S08000028,,S08000022,Colorectal,,2,,2,
511,512,2012Q3,S08000028,,S08000022,Head & Neck,,1,,1,
512,513,2012Q3,S08000028,,S08000022,Lung,,2,,2,
513,514,2012Q3,S08000028,,S08000028,Colorectal,,4,,4,
514,515,2012Q3,S08000028,,S08000028,Lung,,2,,2,
515,516,2012Q3,S08000028,,S08000028,Urological,,2,,2,
516,517,2012Q3,S08000028,,S08000031,Cervical,,1,,1,
517,518,2012Q3,S08000029,,S08000024,Breast,,2,,2,
518,519,2012Q3,S08000029,,S08000024,Cervical,,1,,0,
519,520,2012Q3,S08000029,,S08000024,Colorectal,,2,,2,
520,521,2012Q3,S08000029,,S08000024,Head & Neck,,3,,2,
521,522,2012Q3,S08000029,,S08000024,Lung,,19,,12,
522,523,2012Q3,S08000029,,S08000024,Ovarian,,3,,3,
523,524,2012Q3,S08000029,,S08000024,Upper GI,,5,,4,
524,525,2012Q3,S08000029,,S08000024,Urological,,1,,1,
525,526,2012Q3,S08000029,,S08000029,Breast,,22,,22,
526,527,2012Q3,S08000029,,S08000029,Cervical,,1,,1,
527,528,2012Q3,S08000029,,S08000029,Colorectal,,33,,31,
528,529,2012Q3,S08000029,,S08000029,Head & Neck,,1,,1,
529,530,2012Q3,S08000029,,S08000029,Lung,,45,,43,
530,531,2012Q3,S08000029,,S08000029,Lymphoma,,5,,5,
531,532,2012Q3,S08000029,,S08000029,Melanoma,,4,,4,
532,533,2012Q3,S08000029,,S08000029,Ovarian,,5,,5,
533,534,2012Q3,S08000029,,S08000029,Upper GI,,23,,23,
534,535,2012Q3,S08000029,,S08000029,Urological,,36,,35,
535,536,2012Q3,S08000029,,S08000030,Lung,,3,,1,
536,537,2012Q3,S08000029,,S08000030,Melanoma,,2,,1,
537,538,2012Q3,S08000030,,S08000024,Lung,,1,,0,
538,539,2012Q3,S08000030,,S08000029,Lung,,1,,1,
539,540,2012Q3,S08000030,,S08000030,Breast,,45,,45,
540,541,2012Q3,S08000030,,S08000030,Colorectal,,35,,33,
541,542,2012Q3,S08000030,,S08000030,Head & Neck,,5,,5,
542,543,2012Q3,S08000030,,S08000030,Lung,,42,,39,
543,544,2012Q3,S08000030,,S08000030,Lymphoma,,3,,3,
544,545,2012Q3,S08000030,,S08000030,Melanoma,,12,,12,
545,546,2012Q3,S08000030,,S08000030,Ovarian,,7,,7,
546,547,2012Q3,S08000030,,S08000030,Upper GI,,23,,23,
547,548,2012Q3,S08000030,,S08000030,Urological,,32,,30,
548,549,2012Q3,S08000031,,S08000024,Upper GI,,1,,1,
549,550,2012Q3,S08000031,,S08000024,Urological,,1,,1,
550,551,2012Q3,S08000031,,S08000031,Breast,,204,,204,
551,552,2012Q3,S08000031,,S08000031,Cervical,,3,,3,
552,553,2012Q3,S08000031,,S08000031,Colorectal,,105,,98,
553,554,2012Q3,S08000031,,S08000031,Head & Neck,,43,,40,
554,555,2012Q3,S08000031,,S08000031,Lung,,119,,115,
555,556,2012Q3,S08000031,,S08000031,Lymphoma,,16,,16,
556,557,2012Q3,S08000031,,S08000031,Melanoma,,28,,26,
557,558,2012Q3,S08000031,,S08000031,Ovarian,,3,,3,
558,559,2012Q3,S08000031,,S08000031,Upper GI,,78,,73,
559,560,2012Q3,S08000031,,S08000031,Urological,,106,,96,
560,561,2012Q3,S08000031,,S08000032,Breast,,3,,3,
561,562,2012Q3,S08000031,,SB0801,Lung,,18,,13,
562,563,2012Q3,S08000032,,S08000031,Cervical,,2,,2,
563,564,2012Q3,S08000032,,S08000031,Colorectal,,4,,3,
564,565,2012Q3,S08000032,,S08000031,Head & Neck,,2,,2,
565,566,2012Q3,S08000032,,S08000031,Lung,,10,,10,
566,567,2012Q3,S08000032,,S08000031,Melanoma,,2,,1,
567,568,2012Q3,S08000032,,S08000031,Ovarian,,2,,2,
568,569,2012Q3,S08000032,,S08000031,Upper GI,,7,,4,
569,570,2012Q3,S08000032,,S08000032,Breast,,42,,42,
570,571,2012Q3,S08000032,,S08000032,Cervical,,4,,4,
571,572,2012Q3,S08000032,,S08000032,Colorectal,,39,,39,
572,573,2012Q3,S08000032,,S08000032,Head & Neck,,5,,5,
573,574,2012Q3,S08000032,,S08000032,Lung,,30,,30,
574,575,2012Q3,S08000032,,S08000032,Lymphoma,,8,,8,
575,576,2012Q3,S08000032,,S08000032,Melanoma,,12,,11,
576,577,2012Q3,S08000032,,S08000032,Ovarian,,5,,5,
577,578,2012Q3,S08000032,,S08000032,Upper GI,,30,,30,
578,579,2012Q3,S08000032,,S08000032,Urological,,29,,28,
579,580,2012Q3,S08000032,,SB0801,Lung,,7,,7,
580,581,2012Q4,S08000015,,S08000015,Breast,,70,,70,
581,582,2012Q4,S08000015,,S08000015,Cervical,,1,,1,
582,583,2012Q4,S08000015,,S08000015,Colorectal,,50,,45,
583,584,2012Q4,S08000015,,S08000015,Head & Neck,,6,,6,
584,585,2012Q4,S08000015,,S08000015,Lung,,40,,39,
585,586,2012Q4,S08000015,,S08000015,Lymphoma,,4,,3,
586,587,2012Q4,S08000015,,S08000015,Melanoma,,6,,6,
587,588,2012Q4,S08000015,,S08000015,Ovarian,,2,,2,
588,589,2012Q4,S08000015,,S08000015,Upper GI,,17,,17,
589,590,2012Q4,S08000015,,S08000015,Urological,,24,,23,
590,591,2012Q4,S08000015,,S08000017,Breast,,4,,4,
591,592,2012Q4,S08000015,,S08000031,Breast,,1,,1,
592,593,2012Q4,S08000015,,S08000031,Colorectal,,4,,2,
593,594,2012Q4,S08000015,,S08000031,Head & Neck,,2,,2,
594,595,2012Q4,S08000015,,S08000031,Lung,,13,,13,
595,596,2012Q4,S08000015,,S08000031,Melanoma,,1,,1,
596,597,2012Q4,S08000015,,S08000031,Ovarian,,1,,1,
597,598,2012Q4,S08000015,,S08000031,Upper GI,,6,,5,
598,599,2012Q4,S08000015,,SB0801,Lung,,6,,4,
599,600,2012Q4,S08000016,,S08000016,Breast,,15,,15,
600,601,2012Q4,S08000016,,S08000016,Cervical,,1,,1,
601,602,2012Q4,S08000016,,S08000016,Colorectal,,7,,7,
602,603,2012Q4,S08000016,,S08000016,Lung,,8,,8,
603,604,2012Q4,S08000016,,S08000016,Lymphoma,,4,,4,
604,605,2012Q4,S08000016,,S08000016,Melanoma,,5,,5,
605,606,2012Q4,S08000016,,S08000016,Ovarian,,5,,5,
606,607,2012Q4,S08000016,,S08000016,Upper GI,,8,,8,
607,608,2012Q4,S08000016,,S08000016,Urological,,11,,11,
608,609,2012Q4,S08000016,,S08000024,Lung,,2,,2,
609,610,2012Q4,S08000016,,S08000024,Upper GI,,2,,2,
610,611,2012Q4,S08000016,,S08000024,Urological,,1,,1,
611,612,2012Q4,S08000017,,S08000017,Breast,,13,,13,
612,613,2012Q4,S08000017,,S08000017,Cervical,,1,,1,
613,614,2012Q4,S08000017,,S08000017,Colorectal,,15,,14,
614,615,2012Q4,S08000017,,S08000017,Head & Neck,,2,,2,
615,616,2012Q4,S08000017,,S08000017,Lung,,10,,10,
616,617,2012Q4,S08000017,,S08000017,Lymphoma,,2,,2,
617,618,2012Q4,S08000017,,S08000017,Melanoma,,3,,3,
618,619,2012Q4,S08000017,,S08000017,Ovarian,,1,,1,
619,620,2012Q4,S08000017,,S08000017,Upper GI,,6,,6,
620,621,2012Q4,S08000017,,S08000017,Urological,,14,,14,
621,622,2012Q4,S08000017,,S08000024,Breast,,2,,2,
622,623,2012Q4,S08000017,,S08000024,Colorectal,,2,,1,
623,624,2012Q4,S08000017,,S08000024,Lung,,1,,1,
624,625,2012Q4,S08000017,,S08000024,Ovarian,,2,,2,
625,626,2012Q4,S08000017,,S08000024,Upper GI,,1,,1,
626,627,2012Q4,S08000017,,S08000024,Urological,,3,,1,
627,628,2012Q4,S08000017,,S08000031,Head & Neck,,2,,2,
628,629,2012Q4,S08000017,,SB0801,Lung,,1,,1,
629,630,2012Q4,S08000019,,S08000019,Breast,,32,,32,
630,631,2012Q4,S08000019,,S08000019,Colorectal,,32,,31,
631,632,2012Q4,S08000019,,S08000019,Head & Neck,,3,,3,
632,633,2012Q4,S08000019,,S08000019,Lung,,20,,20,
633,634,2012Q4,S08000019,,S08000019,Lymphoma,,7,,7,
634,635,2012Q4,S08000019,,S08000019,Melanoma,,8,,7,
635,636,2012Q4,S08000019,,S08000019,Ovarian,,2,,2,
636,637,2012Q4,S08000019,,S08000019,Upper GI,,19,,19,
637,638,2012Q4,S08000019,,S08000019,Urological,,26,,25,
638,639,2012Q4,S08000019,,S08000024,Upper GI,,1,,1,
639,640,2012Q4,S08000019,,S08000031,Cervical,,1,,1,
640,641,2012Q4,S08000019,,S08000031,Colorectal,,4,,2,
641,642,2012Q4,S08000019,,S08000031,Head & Neck,,6,,5,
642,643,2012Q4,S08000019,,S08000031,Lung,,16,,15,
643,644,2012Q4,S08000019,,S08000031,Ovarian,,1,,1,
644,645,2012Q4,S08000019,,S08000031,Upper GI,,4,,4,
645,646,2012Q4,S08000019,,SB0801,Lung,,6,,6,
646,647,2012Q4,S08000020,,S08000020,Breast,,87,,87,
647,648,2012Q4,S08000020,,S08000020,Cervical,,4,,4,
648,649,2012Q4,S08000020,,S08000020,Colorectal,,58,,54,
649,650,2012Q4,S08000020,,S08000020,Head & Neck,,5,,4,
650,651,2012Q4,S08000020,,S08000020,Lung,,50,,48,
651,652,2012Q4,S08000020,,S08000020,Lymphoma,,10,,10,
652,653,2012Q4,S08000020,,S08000020,Melanoma,,6,,5,
653,654,2012Q4,S08000020,,S08000020,Ovarian,,6,,6,
654,655,2012Q4,S08000020,,S08000020,Upper GI,,36,,36,
655,656,2012Q4,S08000020,,S08000020,Urological,,41,,35,
656,657,2012Q4,S08000020,,S08000024,Breast,,1,,1,
657,658,2012Q4,S08000020,,S08000030,Upper GI,,1,,1,
658,659,2012Q4,S08000022,,S08000020,Cervical,,1,,1,
659,660,2012Q4,S08000022,,S08000020,Lung,,1,,1,
660,661,2012Q4,S08000022,,S08000020,Lymphoma,,1,,1,
661,662,2012Q4,S08000022,,S08000022,Breast,,47,,47,
662,663,2012Q4,S08000022,,S08000022,Colorectal,,29,,26,
663,664,2012Q4,S08000022,,S08000022,Head & Neck,,9,,6,
664,665,2012Q4,S08000022,,S08000022,Lung,,38,,34,
665,666,2012Q4,S08000022,,S08000022,Lymphoma,,9,,9,
666,667,2012Q4,S08000022,,S08000022,Melanoma,,11,,11,
667,668,2012Q4,S08000022,,S08000022,Ovarian,,3,,3,
668,669,2012Q4,S08000022,,S08000022,Upper GI,,13,,13,
669,670,2012Q4,S08000022,,S08000022,Urological,,14,,12,
670,671,2012Q4,S08000022,,S08000031,Colorectal,,1,,1,
671,672,2012Q4,S08000022,,S08000031,Lung,,2,,2,
672,673,2012Q4,S08000022,,S08000031,Lymphoma,,1,,1,
673,674,2012Q4,S08000022,,S08000031,Upper GI,,1,,1,
674,675,2012Q4,S08000022,,S08000031,Urological,,1,,1,
675,676,2012Q4,S08000024,,S08000019,Breast,,1,,1,
676,677,2012Q4,S08000024,,S08000024,Breast,,167,,167,
677,678,2012Q4,S08000024,,S08000024,Cervical,,4,,4,
678,679,2012Q4,S08000024,,S08000024,Colorectal,,108,,102,
679,680,2012Q4,S08000024,,S08000024,Head & Neck,,14,,14,
680,681,2012Q4,S08000024,,S08000024,Lung,,80,,78,
681,682,2012Q4,S08000024,,S08000024,Lymphoma,,17,,16,
682,683,2012Q4,S08000024,,S08000024,Melanoma,,20,,20,
683,684,2012Q4,S08000024,,S08000024,Ovarian,,6,,6,
684,685,2012Q4,S08000024,,S08000024,Upper GI,,69,,68,
685,686,2012Q4,S08000024,,S08000024,Urological,,72,,65,
686,687,2012Q4,S08000024,,S08000029,Breast,,5,,5,
687,688,2012Q4,S08000025,,S08000020,Lung,,1,,1,
688,689,2012Q4,S08000025,,S08000020,Ovarian,,1,,1,
689,690,2012Q4,S08000025,,S08000020,Upper GI,,2,,2,
690,691,2012Q4,S08000025,,S08000025,Breast,,2,,2,
691,692,2012Q4,S08000025,,S08000025,Colorectal,,1,,1,
692,693,2012Q4,S08000025,,S08000025,Melanoma,,1,,1,
693,694,2012Q4,S08000026,,S08000020,Colorectal,,1,,1,
694,695,2012Q4,S08000026,,S08000020,Head & Neck,,1,,1,
695,696,2012Q4,S08000026,,S08000020,Lung,,1,,1,
696,697,2012Q4,S08000026,,S08000020,Lymphoma,,1,,1,
697,698,2012Q4,S08000026,,S08000020,Upper GI,,3,,3,
698,699,2012Q4,S08000026,,S08000026,Colorectal,,7,,7,
699,700,2012Q4,S08000026,,S08000026,Melanoma,,1,,1,
700,701,2012Q4,S08000026,,S08000026,Upper GI,,1,,1,
701,702,2012Q4,S08000026,,S08000026,Urological,,2,,2,
702,703,2012Q4,S08000028,,S08000022,Colorectal,,1,,1,
703,704,2012Q4,S08000028,,S08000022,Lung,,2,,2,
704,705,2012Q4,S08000028,,S08000022,Lymphoma,,1,,1,
705,706,2012Q4,S08000028,,S08000022,Upper GI,,1,,1,
706,707,2012Q4,S08000028,,S08000022,Urological,,2,,2,
707,708,2012Q4,S08000028,,S08000028,Colorectal,,1,,1,
708,709,2012Q4,S08000028,,S08000028,Lung,,2,,2,
709,710,2012Q4,S08000028,,S08000028,Melanoma,,2,,2,
710,711,2012Q4,S08000028,,S08000028,Upper GI,,1,,1,
711,712,2012Q4,S08000028,,S08000031,Ovarian,,1,,1,
712,713,2012Q4,S08000029,,S08000024,Colorectal,,2,,1,
713,714,2012Q4,S08000029,,S08000024,Head & Neck,,4,,4,
714,715,2012Q4,S08000029,,S08000024,Lung,,17,,12,
715,716,2012Q4,S08000029,,S08000024,Melanoma,,2,,2,
716,717,2012Q4,S08000029,,S08000024,Ovarian,,3,,3,
717,718,2012Q4,S08000029,,S08000024,Upper GI,,3,,3,
718,719,2012Q4,S08000029,,S08000029,Breast,,22,,22,
719,720,2012Q4,S08000029,,S08000029,Cervical,,3,,3,
720,721,2012Q4,S08000029,,S08000029,Colorectal,,32,,32,
721,722,2012Q4,S08000029,,S08000029,Lung,,26,,26,
722,723,2012Q4,S08000029,,S08000029,Lymphoma,,5,,4,
723,724,2012Q4,S08000029,,S08000029,Melanoma,,3,,3,
724,725,2012Q4,S08000029,,S08000029,Ovarian,,8,,7,
725,726,2012Q4,S08000029,,S08000029,Upper GI,,11,,11,
726,727,2012Q4,S08000029,,S08000029,Urological,,31,,31,
727,728,2012Q4,S08000030,,S08000020,Lung,,1,,1,
728,729,2012Q4,S08000030,,S08000024,Lung,,6,,5,
729,730,2012Q4,S08000030,,S08000030,Breast,,62,,61,
730,731,2012Q4,S08000030,,S08000030,Cervical,,4,,4,
731,732,2012Q4,S08000030,,S08000030,Colorectal,,30,,28,
732,733,2012Q4,S08000030,,S08000030,Head & Neck,,6,,5,
733,734,2012Q4,S08000030,,S08000030,Lung,,41,,38,
734,735,2012Q4,S08000030,,S08000030,Melanoma,,6,,6,
735,736,2012Q4,S08000030,,S08000030,Ovarian,,6,,6,
736,737,2012Q4,S08000030,,S08000030,Upper GI,,15,,15,
737,738,2012Q4,S08000030,,S08000030,Urological,,31,,29,
738,739,2012Q4,S08000031,,S08000022,Colorectal,,3,,3,
739,740,2012Q4,S08000031,,S08000031,Breast,,263,,262,
740,741,2012Q4,S08000031,,S08000031,Cervical,,4,,3,
741,742,2012Q4,S08000031,,S08000031,Colorectal,,99,,97,
742,743,2012Q4,S08000031,,S08000031,Head & Neck,,41,,39,
743,744,2012Q4,S08000031,,S08000031,Lung,,142,,131,
744,745,2012Q4,S08000031,,S08000031,Lymphoma,,16,,15,
745,746,2012Q4,S08000031,,S08000031,Melanoma,,17,,17,
746,747,2012Q4,S08000031,,S08000031,Ovarian,,7,,7,
747,748,2012Q4,S08000031,,S08000031,Upper GI,,85,,77,
748,749,2012Q4,S08000031,,S08000031,Urological,,98,,87,
749,750,2012Q4,S08000031,,S08000032,Breast,,14,,14,
750,751,2012Q4,S08000031,,SB0801,Lung,,14,,11,
751,752,2012Q4,S08000032,,S08000024,Upper GI,,1,,1,
752,753,2012Q4,S08000032,,S08000031,Cervical,,6,,6,
753,754,2012Q4,S08000032,,S08000031,Colorectal,,3,,3,
754,755,2012Q4,S08000032,,S08000031,Head & Neck,,5,,5,
755,756,2012Q4,S08000032,,S08000031,Lung,,14,,14,
756,757,2012Q4,S08000032,,S08000031,Melanoma,,2,,2,
757,758,2012Q4,S08000032,,S08000031,Ovarian,,7,,7,
758,759,2012Q4,S08000032,,S08000031,Upper GI,,4,,3,
759,760,2012Q4,S08000032,,S08000031,Urological,,1,,1,
760,761,2012Q4,S08000032,,S08000032,Breast,,51,,51,
761,762,2012Q4,S08000032,,S08000032,Cervical,,4,,4,
762,763,2012Q4,S08000032,,S08000032,Colorectal,,40,,38,
763,764,2012Q4,S08000032,,S08000032,Head & Neck,,5,,5,
764,765,2012Q4,S08000032,,S08000032,Lung,,33,,33,
765,766,2012Q4,S08000032,,S08000032,Lymphoma,,10,,10,
766,767,2012Q4,S08000032,,S08000032,Melanoma,,10,,8,
767,768,2012Q4,S08000032,,S08000032,Ovarian,,3,,3,
768,769,2012Q4,S08000032,,S08000032,Upper GI,,25,,25,
769,770,2012Q4,S08000032,,S08000032,Urological,,41,,40,
770,771,2012Q4,S08000032,,SB0801,Lung,,10,,10,
771,772,2013Q1,S08000015,,S08000015,Breast,,72,,72,
772,773,2013Q1,S08000015,,S08000015,Cervical,,2,,2,
773,774,2013Q1,S08000015,,S08000015,Colorectal,,31,,28,
774,775,2013Q1,S08000015,,S08000015,Head & Neck,,11,,11,
775,776,2013Q1,S08000015,,S08000015,Lung,,37,,37,
776,777,2013Q1,S08000015,,S08000015,Lymphoma,,6,,6,
777,778,2013Q1,S08000015,,S08000015,Melanoma,,9,,9,
778,779,2013Q1,S08000015,,S08000015,Ovarian,,3,,3,
779,780,2013Q1,S08000015,,S08000015,Upper GI,,26,,26,
780,781,2013Q1,S08000015,,S08000015,Urological,,35,,34,
781,782,2013Q1,S08000015,,S08000024,Upper GI,,1,,0,
782,783,2013Q1,S08000015,,S08000031,Colorectal,,3,,1,
783,784,2013Q1,S08000015,,S08000031,Lung,,26,,26,
784,785,2013Q1,S08000015,,S08000031,Ovarian,,1,,1,
785,786,2013Q1,S08000015,,S08000031,Upper GI,,5,,4,
786,787,2013Q1,S08000015,,S08000031,Urological,,8,,2,
787,788,2013Q1,S08000015,,SB0801,Lung,,7,,6,
788,789,2013Q1,S08000016,,S08000016,Breast,,12,,12,
789,790,2013Q1,S08000016,,S08000016,Colorectal,,9,,8,
790,791,2013Q1,S08000016,,S08000016,Lung,,8,,8,
791,792,2013Q1,S08000016,,S08000016,Lymphoma,,4,,4,
792,793,2013Q1,S08000016,,S08000016,Melanoma,,4,,4,
793,794,2013Q1,S08000016,,S08000016,Ovarian,,8,,8,
794,795,2013Q1,S08000016,,S08000016,Upper GI,,7,,7,
795,796,2013Q1,S08000016,,S08000016,Urological,,7,,7,
796,797,2013Q1,S08000016,,S08000024,Cervical,,1,,1,
797,798,2013Q1,S08000016,,S08000024,Head & Neck,,2,,2,
798,799,2013Q1,S08000016,,S08000024,Lung,,4,,4,
799,800,2013Q1,S08000016,,S08000024,Ovarian,,1,,1,
800,801,2013Q1,S08000016,,S08000024,Upper GI,,5,,5,
801,802,2013Q1,S08000017,,S08000017,Breast,,21,,21,
802,803,2013Q1,S08000017,,S08000017,Cervical,,1,,1,
803,804,2013Q1,S08000017,,S08000017,Colorectal,,18,,18,
804,805,2013Q1,S08000017,,S08000017,Lung,,13,,13,
805,806,2013Q1,S08000017,,S08000017,Lymphoma,,3,,3,
806,807,2013Q1,S08000017,,S08000017,Melanoma,,6,,6,
807,808,2013Q1,S08000017,,S08000017,Ovarian,,2,,2,
808,809,2013Q1,S08000017,,S08000017,Upper GI,,12,,12,
809,810,2013Q1,S08000017,,S08000017,Urological,,14,,14,
810,811,2013Q1,S08000017,,S08000024,Breast,,1,,1,
811,812,2013Q1,S08000017,,S08000024,Cervical,,1,,0,
812,813,2013Q1,S08000017,,S08000024,Colorectal,,1,,0,
813,814,2013Q1,S08000017,,S08000024,Lung,,1,,1,
814,815,2013Q1,S08000017,,S08000024,Melanoma,,1,,1,
815,816,2013Q1,S08000017,,S08000024,Ovarian,,1,,1,
816,817,2013Q1,S08000017,,S08000024,Upper GI,,1,,1,
817,818,2013Q1,S08000017,,S08000024,Urological,,5,,5,
818,819,2013Q1,S08000019,,S08000019,Breast,,22,,20,
819,820,2013Q1,S08000019,,S08000019,Colorectal,,36,,34,
820,821,2013Q1,S08000019,,S08000019,Lung,,25,,25,
821,822,2013Q1,S08000019,,S08000019,Lymphoma,,4,,4,
822,823,2013Q1,S08000019,,S08000019,Melanoma,,6,,6,
823,824,2013Q1,S08000019,,S08000019,Ovarian,,1,,1,
824,825,2013Q1,S08000019,,S08000019,Upper GI,,22,,22,
825,826,2013Q1,S08000019,,S08000019,Urological,,20,,18,
826,827,2013Q1,S08000019,,S08000024,Breast,,1,,1,
